"jp_text","kr_text"
ドアに「関係者以外立ち入り禁止」の札がかかっていた。,문에 '관계자 외 출입금지'라는 팻말이 걸려 있었다.
霧の中でも舟航を続けるには灯りが必要だ。,안개 속에서도 주항을 계속하려면 등불이 필요하다.
小舟が岸辺に静かに揺れていた。,조그만 배가 강가에서 조용히 흔들리고 있었다.
行きはバスで、帰りは電車にしましょう。,"갈 때는 버스로, 돌아올 때는 전철로 합시다."
救助用の舟艇が港に待機していた。,구조용 선박이 항구에 대기하고 있었다.
税金をきちんと国に収めるのは国民の義務だ。,세금을 제대로 나라에 납부하는 것은 국민의 의무다.
この通りをまっすぐ行くと、駅に着きます。,이 길을 똑바로 가면 역에 도착합니다.
船山という珍しい苗字を持つ彼は、よく名前の由来について尋ねられる。,"후나야마라는 드문 성을 가진 그는, 자주 이름의 유래에 대해 질문을 받는다."
赤ん坊をあやしながら「よいよい」と歌う。,아기를 달래면서 '요이요이'라고 노래하다.
彼は音楽と美酒に浸る悦楽の夜を過ごした。,그는 음악과 좋은 술에 취한 열락의 밤을 보냈다.
遠足に水筒を持って行く。,소풍에 물통을 가져간다.
秋の空をトンボが飛んでいる。,가을 하늘을 잠자리가 날고 있다.
州議会で新しい環境法案が可決された。,주 의회에서 새로운 환경 법안이 통과됐다.
旅行の前に必要な物をリストアップした。,여행 전에 필요한 물건을 리스트업했다.
製品の寿命を延ばすために、過度な負荷をかけないようにご使用ください。,제품의 수명을 늘리기 위해 과도한 부하를 주지 않도록 사용해 주십시오.
蝶々が花の蜜を吸っている。,나비가 꽃의 꿀을 빨고 있다.
ケーキを六人で等分した。,케이크를 여섯 명이 똑같이 나눴다.
円筒形の容器にコーヒー豆を保存した。,원통형 용기에 커피콩을 보관했다.
好きな歌を元気に歌う。,좋아하는 노래를 힘차게 부른다.
友人の結婚のお祝いにプレゼントを贈った。,친구의 결혼 축하 선물로 프레젠토를 보냈다.
夏の夜、カブトムシを探しに行く。,"여름밤, 장수풍뎅이를 찾으러 간다."
洪水で中州が削られ、川の流れが変わった。,홍수로 하중도가 깎여 강물 흐름이 바뀌었다.
州の規制は地域によって細かく違う。,주의 규제는 지역마다 세세하게 다르다.
最終退室者は、窓の施錠と消灯を確認してから退出してください。,마지막 퇴실자는 창문 잠금과 소등을 확인한 후 퇴실해 주십시오.
何処か静かな場所で本が読みたい。,어딘가 조용한 장소에서 책을 읽고 싶다.
おじいちゃんが昔の話を話すのを聞くのが好きだ。,할아버지가 옛날이야기를 하시는 것을 듣는 것을 좋아한다.
空に大きな虹がかかった。,하늘에 커다란 무지개가 걸렸다.
遠足で山に登るのは少し疲れた。,소풍으로 산에 오르는 것은 조금 피곤했다.
副業の収入が増えて、貯金に回せるようになった。,부업 수입이 늘어 저축에 돌릴 수 있게 됐다.
花壇に赤や黄色の花が咲いている。,화단에 빨갛고 노란 꽃이 피어 있다.
川で魚釣りをしている人がいる。,강에서 낚시를 하고 있는 사람이 있다.
授業中に先生の話をよく聞く。,수업 중에 선생님 말씀을 잘 듣는다.
自分の名前を漢字で書く練習をする。,자기 이름을 한자로 쓰는 연습을 한다.
彼の怒りがようやく収まる。,그의 분노가 마침내 가라앉는다.
今年の収穫は豊作で、倉庫がいっぱいだ。,올해 수확은 풍작이라 창고가 가득하다.
空き瓶を回収して、リサイクルに出した。,빈 병을 회수해 재활용으로 내놓았다.
日本語の語彙は、和語、漢語、外来語の三つの要素から成り立っている。,"일본어의 어휘는 와고(고유어), 캉고(한자어), 가이라이고(외래어)의 세 가지 요소로 이루어져 있다."
ラジオ番組にリクエストした曲が流れ、自分のペンネームが読まれた。,"라디오 프로그램에 신청한 곡이 흐르고, 자신의 펜네임이 읽혔다."
お母さんが作ったお弁当を美味しく食べる。,엄마가 만들어주신 도시락을 맛있게 먹는다.
公園で白い犬が元気に走り回っている。,공원에서 하얀 강아지가 힘차게 뛰어다니고 있다.
夏休みには海で泳ぎたいな。,여름방학에는 바다에서 수영하고 싶다.
儒学を学ぶことで、礼の意味を考え直した。,유학을 배우며 예(禮)의 의미를 다시 생각하게 됐다.
新会社の理念を樹立するため、議論を重ねた。,새 회사의 이념을 수립하기 위해 토론을 거듭했다.
矢を筒から静かに抜き取った。,화살통(통)에서 화살을 조용히 꺼냈다.
毎日、友達と学校に行くのが楽しい。,매일 친구와 학교에 가는 것이 즐거워.
彼女の瞳は、星のようにきらきらと光っていた。,그녀의 눈동자는 별처럼 반짝반짝 빛나고 있었다。
彼女は優秀な頭脳で難問を解いた。,그녀는 뛰어난 두뇌로 난제를 풀었다.
儒教の教えは、家族観に影響を与えてきた。,유교의 가르침은 가족관에 영향을 주어 왔다.
なんとなく今日はいろんなことがうまくいきそうな気がする。,왠지 오늘은 여러 가지 일이 잘 풀릴 것 같은 느낌이 든다。
古いアルバムを見て、昔を思い出す。,낡은 앨범을 보며 옛날을 떠올린다.
需給バランスが崩れると、価格が乱高下する。,수급 균형이 무너지면 가격이 크게 출렁인다.
初めて会った時から、ずっと君のことが好きだと思ってた。,처음 만났을 때부터 계속 너를 좋아한다고 생각했어.
予定が重なって、今日は動けない。,일정이 겹쳐서 오늘은 움직일 수 없다.
ここで油断して抜かると、すべて台無しになる。,여기서 방심해서 실수하면 모든 게 망친다.
古池や蛙飛びこむ水の音、という有名な俳句を思い出した。,"오래된 연못에 개구리 뛰어드는 물소리, 라는 유명한 하이쿠가 떠올랐다."
鉛筆が短いので、新しいのが欲しい。,연필이 짧아서 새것을 갖고 싶다.
災害時の必需品は、事前に袋へまとめておく。,재난 시의 필수품은 미리 가방에 모아 둔다.
雑草を根から抜いて、庭がすっきりした。,잡초를 뿌리째 뽑아서 정원이 말끔해졌다.
公園の八重桜が満開だった。,공원의 겹벚꽃이 만개했다.
自分の足で、しっかりと立つ。,자신의 발로 제대로 서다.
お金でお菓子を買う。,돈으로 과자를 산다.
力を合わせて、重い荷物を運ぶ。,힘을 합쳐 무거운 짐을 옮긴다.
ご丁寧なご対応、まことに重畳です。,정중한 대응에 정말 감사드립니다(중첩/과분).
運動会で力いっぱい走る。,운동회에서 힘껏 달린다.
正しい答えに丸をつけましょう。,옳은 답에 동그라미를 칩시다.
山奥では電波が弱くて、通話が途切れる。,산골에서는 전파가 약해서 통화가 끊긴다.
信号が青になるまで、ここで待つ。,신호가 파란불이 될 때까지 여기서 기다린다.
慎重に言葉を選んで話した。,신중하게 말을 골라 말했다.
ペットを連れての入店は、盲導犬および介助犬を除きお断りします。,반려동물을 동반한 입점은 맹인 안내견 및 보조견을 제외하고 사절합니다.
彼は一重で、目つきが涼しい。,그는 홑꺼풀이라 눈매가 시원하다.
林の中を散歩する。,숲속을 산책한다.
薪を十把集めても、夜はまだ寒かった。,장작을 열 묶음 모아도 밤은 여전히 추웠다.
手をつないで、一緒に歩こう。,손을 잡고 같이 걷자.
封筒が二重になっていて開けにくい。,봉투가 이중이라 열기 어렵다.
暗い部屋の電気をつける。,어두운 방의 불을 켠다.
荷物の重量を量ってください。,짐의 중량을 재 주세요.
文学作品の講読ゼミに参加している。,문학 작품 강독 세미나에 참가하고 있다.
朝、時間通りに起きる。,아침에 시간 맞춰 일어난다.
冬は雪だるまを作って遊ぶ。,겨울은 눈사람을 만들며 논다.
靴を履いて、家の中に入る。,신발을 신고 집 안에 들어간다.
会場は厳重な警備が敷かれていた。,행사장은 엄중한 경비가敷어져 있었다.
返事をためらっているうちに、話がずるずると長引いてしまった。,대답을 망설이는 사이에 이야기가 질질 길어지고 말았다.
南の島へ旅行に行きたい。,남쪽 섬으로 여행 가고 싶다.
一万円のお年玉をもらった。,만 엔의 세뱃돈을 받았다.
騒音により近隣住民の迷惑となりますので、夜間の演奏はお控えください。,"소음으로 인해 인근 주민에게 폐가 되므로, 야간 연주는 삼가 주십시오."
前を向いて、しっかり歩く。,앞을 보고 제대로 걷는다.
振り向いて後ろを確認する。,뒤돌아서 뒤를 확인한다.
新聞を読むお父さんの横顔。,신문을 읽는 아빠의 옆모습.
家族みんなでテレビを見る。,온 가족이 함께 텔레비전을 본다.
音楽の授業で、リコーダーを吹く。,음악 시간에 리코더를 분다.
庭の芳しさに誘われて、窓を開けた。,정원의 향기로움에 이끌려 창문을 열었다.
緻密な計画のおかげで、プロジェクトは順調だ。,치밀한 계획 덕분에 프로젝트가 순조롭다.
相手を懐柔する言い回しが逆効果だった。,상대를 회유하는 말투가 오히려 역효과였다.
消しゴムで、間違えた字を消す。,지우개로 틀린 글씨를 지운다.
朝ごはんをしっかり食べて、元気いっぱい。,아침밥을 잘 먹어서 기운이 넘친다.
このパンの生地は柔らかだ。,이 빵 반죽은 부드럽다.
子どもからおもちゃを奪い取るのはだめだ。,아이에게서 장난감을 빼앗아 가면 안 된다.
